subj,run,set,block,cond,rules,af,mean_accu,median_rt,block1_correct,block2_correct,members,F1Ans,F2Ans,F3Ans,LatentF,ExpectedB1F,B1_t0,B1_t1,B1_t2,B1_t3,B1_t4,B1_t5,B1_t6,B1_t7,B1_t8,B1_t9,B1_t10,B1_t11,B1_t12,B1_t13,B2_t0,B2_t1,B2_t2,B2_t3,B2_t4,B2_t5,B2_t6,B2_t7,B2_t8,B2_t9,B2_t10,B2_t11,B2_t12,B2_t13,B2_t14,B2_t15,group_n
sub-CGAY219,4,6,2,Preserve,2R,1,0.875,0.8094862500147428,0.0,1.0,"[sub-CGAY219, 4, 6, 2, Preserve, 2R, 1, 0.875000, 0.809486, 0.0, 1.0]",0,1,0,0_1_0,0_1_0,,,,,,,,,,,,,,,B2_t0_1,B2_t1_0,B2_t2_1,B2_t3_1,B2_t4_1,B2_t5_1,B2_t6_0,B2_t7_1,B2_t8_1,B2_t9_1,B2_t10_1,B2_t11_1,B2_t12_1,B2_t13_1,B2_t14_1,B2_t15_1,216
sub-CGAY220,5,8,1,Preserve,2R,1,0.8571428571428571,0.9731559000210837,0.0,1.0,"[sub-CGAY220, 5, 8, 1, Preserve, 2R, 1, 0.857143, 0.973156, 0.0, 1.0]",0,1,1,0_1_0,0_1_0,B1_t0_0,B1_t1_0,B1_t2_1,B1_t3_1,B1_t4_1,B1_t5_1,B1_t6_1,B1_t7_1,B1_t8_1,B1_t9_1,B1_t10_1,B1_t11_1,B1_t12_1,B1_t13_1,,,,,,,,,,,,,,,,,216
sub-CGAY220,5,8,2,Preserve,2R,1,0.75,0.982686749950517,0.0,1.0,"[sub-CGAY220, 5, 8, 2, Preserve, 2R, 1, 0.750000, 0.982687, 0.0, 1.0]",0,1,0,0_1_0,0_1_0,,,,,,,,,,,,,,,B2_t0_1,B2_t1_0,B2_t2_1,B2_t3_1,B2_t4_1,B2_t5_1,B2_t6_0,B2_t7_1,B2_t8_0,B2_t9_0,B2_t10_1,B2_t11_1,B2_t12_1,B2_t13_1,B2_t14_1,B2_t15_1,216
sub-CGAY221,1,0,1,Expand,2R,2,0.8571428571428571,0.9266456500045024,0.0,1.0,"[sub-CGAY221, 1, 0, 1, Expand, 2R, 2, 0.857143, 0.926646, 0.0, 1.0]",0,0,0,1_0_1,1_0_0,B1_t0_0,B1_t1_1,B1_t2_0,B1_t3_1,B1_t4_1,B1_t5_1,B1_t6_1,B1_t7_1,B1_t8_1,B1_t9_1,B1_t10_1,B1_t11_1,B1_t12_1,B1_t13_1,,,,,,,,,,,,,,,,,216
sub-CGAY221,1,0,2,Expand,2R,2,0.9375,0.9776804500143044,0.0,1.0,"[sub-CGAY221, 1, 0, 2, Expand, 2R, 2, 0.937500, 0.977680, 0.0, 1.0]",1,0,1,1_0_1,1_0_0,,,,,,,,,,,,,,,B2_t0_1,B2_t1_1,B2_t2_1,B2_t3_0,B2_t4_1,B2_t5_1,B2_t6_1,B2_t7_1,B2_t8_1,B2_t9_1,B2_t10_1,B2_t11_1,B2_t12_1,B2_t13_1,B2_t14_1,B2_t15_1,216
sub-CGAY221,1,1,1,Destroy,4R,2,0.9285714285714286,0.8975988499587402,0.0,1.0,"[sub-CGAY221, 1, 1, 1, Destroy, 4R, 2, 0.928571, 0.897599, 0.0, 1.0]",1,0,1,0_1_1,1_0_0,B1_t0_1,B1_t1_0,B1_t2_1,B1_t3_1,B1_t4_1,B1_t5_1,B1_t6_1,B1_t7_1,B1_t8_1,B1_t9_1,B1_t10_1,B1_t11_1,B1_t12_1,B1_t13_1,,,,,,,,,,,,,,,,,216
sub-CGAY221,1,1,2,Destroy,4R,2,0.9375,0.8158292999723926,0.0,1.0,"[sub-CGAY221, 1, 1, 2, Destroy, 4R, 2, 0.937500, 0.815829, 0.0, 1.0]",0,1,1,0_1_1,1_0_0,,,,,,,,,,,,,,,B2_t0_1,B2_t1_1,B2_t2_1,B2_t3_1,B2_t4_1,B2_t5_0,B2_t6_1,B2_t7_1,B2_t8_1,B2_t9_1,B2_t10_1,B2_t11_1,B2_t12_1,B2_t13_1,B2_t14_1,B2_t15_1,216
sub-CGAY221,4,6,1,Preserve,2R,1,0.8571428571428571,0.7922189499950036,0.0,1.0,"[sub-CGAY221, 4, 6, 1, Preserve, 2R, 1, 0.857143, 0.792219, 0.0, 1.0]",0,1,1,0_1_0,0_1_0,B1_t0_0,B1_t1_0,B1_t2_1,B1_t3_1,B1_t4_1,B1_t5_1,B1_t6_1,B1_t7_1,B1_t8_1,B1_t9_1,B1_t10_1,B1_t11_1,B1_t12_1,B1_t13_1,,,,,,,,,,,,,,,,,216
sub-CGAY221,4,6,2,Preserve,2R,1,0.9375,0.7263353500165977,0.0,1.0,"[sub-CGAY221, 4, 6, 2, Preserve, 2R, 1, 0.937500, 0.726335, 0.0, 1.0]",0,1,0,0_1_0,0_1_0,,,,,,,,,,,,,,,B2_t0_1,B2_t1_0,B2_t2_1,B2_t3_1,B2_t4_1,B2_t5_1,B2_t6_1,B2_t7_1,B2_t8_1,B2_t9_1,B2_t10_1,B2_t11_1,B2_t12_1,B2_t13_1,B2_t14_1,B2_t15_1,216
sub-CGAY222,1,1,1,Destroy,4R,2,0.9285714285714286,1.2644850999931805,0.0,1.0,"[sub-CGAY222, 1, 1, 1, Destroy, 4R, 2, 0.928571, 1.264485, 0.0, 1.0]",1,1,0,0_1_1,1_0_0,B1_t0_1,B1_t1_0,B1_t2_1,B1_t3_1,B1_t4_1,B1_t5_1,B1_t6_1,B1_t7_1,B1_t8_1,B1_t9_1,B1_t10_1,B1_t11_1,B1_t12_1,B1_t13_1,,,,,,,,,,,,,,,,,216
sub-CGAY222,1,1,2,Destroy,4R,2,0.9375,0.9955369500094093,0.0,1.0,"[sub-CGAY222, 1, 1, 2, Destroy, 4R, 2, 0.937500, 0.995537, 0.0, 1.0]",0,1,1,0_1_1,1_0_0,,,,,,,,,,,,,,,B2_t0_0,B2_t1_1,B2_t2_1,B2_t3_1,B2_t4_1,B2_t5_1,B2_t6_1,B2_t7_1,B2_t8_1,B2_t9_1,B2_t10_1,B2_t11_1,B2_t12_1,B2_t13_1,B2_t14_1,B2_t15_1,216
sub-CGAY222,2,2,1,Preserve,1R,1,0.8571428571428571,1.284584150009323,0.0,1.0,"[sub-CGAY222, 2, 2, 1, Preserve, 1R, 1, 0.857143, 1.284584, 0.0, 1.0]",0,0,1,1_0_1,1_0_1,B1_t0_1,B1_t1_0,B1_t2_0,B1_t3_1,B1_t4_1,B1_t5_1,B1_t6_1,B1_t7_1,B1_t8_1,B1_t9_1,B1_t10_1,B1_t11_1,B1_t12_1,B1_t13_1,,,,,,,,,,,,,,,,,216
sub-CGAY222,2,2,2,Preserve,1R,1,0.9375,0.9412706500734203,0.0,1.0,"[sub-CGAY222, 2, 2, 2, Preserve, 1R, 1, 0.937500, 0.941271, 0.0, 1.0]",1,0,1,1_0_1,1_0_1,,,,,,,,,,,,,,,B2_t0_1,B2_t1_1,B2_t2_0,B2_t3_1,B2_t4_1,B2_t5_1,B2_t6_1,B2_t7_1,B2_t8_1,B2_t9_1,B2_t10_1,B2_t11_1,B2_t12_1,B2_t13_1,B2_t14_1,B2_t15_1,216
sub-CGAY222,3,5,1,Expand,4R,2,0.8571428571428571,1.1278172999154776,0.0,1.0,"[sub-CGAY222, 3, 5, 1, Expand, 4R, 2, 0.857143, 1.127817, 0.0, 1.0]",1,1,0,0_1_1,0_0_1,B1_t0_0,B1_t1_0,B1_t2_1,B1_t3_1,B1_t4_1,B1_t5_1,B1_t6_1,B1_t7_1,B1_t8_1,B1_t9_1,B1_t10_1,B1_t11_1,B1_t12_1,B1_t13_1,,,,,,,,,,,,,,,,,216
sub-CGAY222,3,5,2,Expand,4R,2,1.0,1.0026417000335641,0.0,1.0,"[sub-CGAY222, 3, 5, 2, Expand, 4R, 2, 1.000000, 1.002642, 0.0, 1.0]",0,1,1,0_1_1,0_0_1,,,,,,,,,,,,,,,B2_t0_1,B2_t1_1,B2_t2_1,B2_t3_1,B2_t4_1,B2_t5_1,B2_t6_1,B2_t7_1,B2_t8_1,B2_t9_1,B2_t10_1,B2_t11_1,B2_t12_1,B2_t13_1,B2_t14_1,B2_t15_1,216
sub-CGAY222,5,8,1,Preserve,2R,1,0.9285714285714286,0.8699494000175036,0.0,1.0,"[sub-CGAY222, 5, 8, 1, Preserve, 2R, 1, 0.928571, 0.869949, 0.0, 1.0]",0,1,1,0_1_0,0_1_0,B1_t0_1,B1_t1_1,B1_t2_0,B1_t3_1,B1_t4_1,B1_t5_1,B1_t6_1,B1_t7_1,B1_t8_1,B1_t9_1,B1_t10_1,B1_t11_1,B1_t12_1,B1_t13_1,,,,,,,,,,,,,,,,,216
sub-CGAY222,5,8,2,Preserve,2R,1,0.8125,1.1487664499436505,0.0,1.0,"[sub-CGAY222, 5, 8, 2, Preserve, 2R, 1, 0.812500, 1.148766, 0.0, 1.0]",0,1,0,0_1_0,0_1_0,,,,,,,,,,,,,,,B2_t0_1,B2_t1_0,B2_t2_1,B2_t3_1,B2_t4_1,B2_t5_1,B2_t6_0,B2_t7_1,B2_t8_0,B2_t9_1,B2_t10_1,B2_t11_1,B2_t12_1,B2_t13_1,B2_t14_1,B2_t15_1,216
sub-CGAY224,1,1,1,Destroy,4R,2,0.9285714285714286,1.2678972500143573,0.0,1.0,"[sub-CGAY224, 1, 1, 1, Destroy, 4R, 2, 0.928571, 1.267897, 0.0, 1.0]",1,1,0,0_1_1,1_0_0,B1_t0_0,B1_t1_1,B1_t2_1,B1_t3_1,B1_t4_1,B1_t5_1,B1_t6_1,B1_t7_1,B1_t8_1,B1_t9_1,B1_t10_1,B1_t11_1,B1_t12_1,B1_t13_1,,,,,,,,,,,,,,,,,216
sub-CGAY224,1,1,2,Destroy,4R,2,0.875,1.342630699975416,0.0,1.0,"[sub-CGAY224, 1, 1, 2, Destroy, 4R, 2, 0.875000, 1.342631, 0.0, 1.0]",0,1,1,0_1_1,1_0_0,,,,,,,,,,,,,,,B2_t0_0,B2_t1_0,B2_t2_1,B2_t3_1,B2_t4_1,B2_t5_1,B2_t6_1,B2_t7_1,B2_t8_1,B2_t9_1,B2_t10_1,B2_t11_1,B2_t12_1,B2_t13_1,B2_t14_1,B2_t15_1,216
sub-CGAY224,2,2,1,Preserve,1R,1,0.9285714285714286,1.3017168999649584,0.0,1.0,"[sub-CGAY224, 2, 2, 1, Preserve, 1R, 1, 0.928571, 1.301717, 0.0, 1.0]",1,1,1,1_0_1,1_0_1,B1_t0_0,B1_t1_1,B1_t2_1,B1_t3_1,B1_t4_1,B1_t5_1,B1_t6_1,B1_t7_1,B1_t8_1,B1_t9_1,B1_t10_1,B1_t11_1,B1_t12_1,B1_t13_1,,,,,,,,,,,,,,,,,216
sub-CGAY224,2,2,2,Preserve,1R,1,0.9375,1.010777399991639,0.0,1.0,"[sub-CGAY224, 2, 2, 2, Preserve, 1R, 1, 0.937500, 1.010777, 0.0, 1.0]",1,0,1,1_0_1,1_0_1,,,,,,,,,,,,,,,B2_t0_1,B2_t1_1,B2_t2_0,B2_t3_1,B2_t4_1,B2_t5_1,B2_t6_1,B2_t7_1,B2_t8_1,B2_t9_1,B2_t10_1,B2_t11_1,B2_t12_1,B2_t13_1,B2_t14_1,B2_t15_1,216
sub-CGAY224,3,5,1,Expand,4R,1,0.8461538461538461,1.2796575999818742,0.0,1.0,"[sub-CGAY224, 3, 5, 1, Expand, 4R, 1, 0.846154, 1.279658, 0.0, 1.0]",1,1,1,0_1_1,0_0_1,B1_t0_0,B1_t1_0,B1_t2_1,B1_t3_1,B1_t4_nan,B1_t5_1,B1_t6_1,B1_t7_1,B1_t8_1,B1_t9_1,B1_t10_1,B1_t11_1,B1_t12_1,B1_t13_1,,,,,,,,,,,,,,,,,216
sub-CGAY224,3,5,2,Expand,4R,1,0.875,1.0117468499811366,0.0,1.0,"[sub-CGAY224, 3, 5, 2, Expand, 4R, 1, 0.875000, 1.011747, 0.0, 1.0]",0,1,1,0_1_1,0_0_1,,,,,,,,,,,,,,,B2_t0_1,B2_t1_0,B2_t2_1,B2_t3_1,B2_t4_1,B2_t5_1,B2_t6_0,B2_t7_1,B2_t8_1,B2_t9_1,B2_t10_1,B2_t11_1,B2_t12_1,B2_t13_1,B2_t14_1,B2_t15_1,216
sub-CGAY224,4,6,1,Preserve,2R,1,0.8571428571428571,1.1997962999157608,0.0,1.0,"[sub-CGAY224, 4, 6, 1, Preserve, 2R, 1, 0.857143, 1.199796, 0.0, 1.0]",0,0,0,0_1_0,0_1_0,B1_t0_0,B1_t1_1,B1_t2_0,B1_t3_1,B1_t4_1,B1_t5_1,B1_t6_1,B1_t7_1,B1_t8_1,B1_t9_1,B1_t10_1,B1_t11_1,B1_t12_1,B1_t13_1,,,,,,,,,,,,,,,,,216
sub-CGAY224,4,6,2,Preserve,2R,1,0.9375,0.9238028000108898,0.0,1.0,"[sub-CGAY224, 4, 6, 2, Preserve, 2R, 1, 0.937500, 0.923803, 0.0, 1.0]",0,1,0,0_1_0,0_1_0,,,,,,,,,,,,,,,B2_t0_1,B2_t1_0,B2_t2_1,B2_t3_1,B2_t4_1,B2_t5_1,B2_t6_1,B2_t7_1,B2_t8_1,B2_t9_1,B2_t10_1,B2_t11_1,B2_t12_1,B2_t13_1,B2_t14_1,B2_t15_1,216
sub-CGAY226,2,3,1,Destroy,4R,1,0.7857142857142857,0.8821099000051618,0.0,1.0,"[sub-CGAY226, 2, 3, 1, Destroy, 4R, 1, 0.785714, 0.882110, 0.0, 1.0]",1,1,1,0_1_1,1_0_0,B1_t0_0,B1_t1_0,B1_t2_1,B1_t3_0,B1_t4_1,B1_t5_1,B1_t6_1,B1_t7_1,B1_t8_1,B1_t9_1,B1_t10_1,B1_t11_1,B1_t12_1,B1_t13_1,,,,,,,,,,,,,,,,,216
sub-CGAY226,2,3,2,Destroy,4R,1,0.9375,0.6311978999292478,0.0,1.0,"[sub-CGAY226, 2, 3, 2, Destroy, 4R, 1, 0.937500, 0.631198, 0.0, 1.0]",0,1,1,0_1_1,1_0_0,,,,,,,,,,,,,,,B2_t0_0,B2_t1_1,B2_t2_1,B2_t3_1,B2_t4_1,B2_t5_1,B2_t6_1,B2_t7_1,B2_t8_1,B2_t9_1,B2_t10_1,B2_t11_1,B2_t12_1,B2_t13_1,B2_t14_1,B2_t15_1,216
sub-CGAY226,3,4,1,Destroy,4R,1,0.8571428571428571,0.7626072000712156,0.0,1.0,"[sub-CGAY226, 3, 4, 1, Destroy, 4R, 1, 0.857143, 0.762607, 0.0, 1.0]",1,1,1,1_1_0,0_0_1,B1_t0_0,B1_t1_1,B1_t2_1,B1_t3_0,B1_t4_1,B1_t5_1,B1_t6_1,B1_t7_1,B1_t8_1,B1_t9_1,B1_t10_1,B1_t11_1,B1_t12_1,B1_t13_1,,,,,,,,,,,,,,,,,216
sub-CGAY226,3,4,2,Destroy,4R,1,1.0,0.6764723499072716,0.0,1.0,"[sub-CGAY226, 3, 4, 2, Destroy, 4R, 1, 1.000000, 0.676472, 0.0, 1.0]",1,1,0,1_1_0,0_0_1,,,,,,,,,,,,,,,B2_t0_1,B2_t1_1,B2_t2_1,B2_t3_1,B2_t4_1,B2_t5_1,B2_t6_1,B2_t7_1,B2_t8_1,B2_t9_1,B2_t10_1,B2_t11_1,B2_t12_1,B2_t13_1,B2_t14_1,B2_t15_1,216
sub-CGAY226,3,5,1,Expand,4R,1,0.8571428571428571,0.7391477499622852,0.0,1.0,"[sub-CGAY226, 3, 5, 1, Expand, 4R, 1, 0.857143, 0.739148, 0.0, 1.0]",1,1,1,0_1_1,0_0_1,B1_t0_1,B1_t1_0,B1_t2_0,B1_t3_1,B1_t4_1,B1_t5_1,B1_t6_1,B1_t7_1,B1_t8_1,B1_t9_1,B1_t10_1,B1_t11_1,B1_t12_1,B1_t13_1,,,,,,,,,,,,,,,,,216
sub-CGAY226,3,5,2,Expand,4R,1,0.9375,0.8069362000096589,0.0,1.0,"[sub-CGAY226, 3, 5, 2, Expand, 4R, 1, 0.937500, 0.806936, 0.0, 1.0]",0,1,1,0_1_1,0_0_1,,,,,,,,,,,,,,,B2_t0_1,B2_t1_0,B2_t2_1,B2_t3_1,B2_t4_1,B2_t5_1,B2_t6_1,B2_t7_1,B2_t8_1,B2_t9_1,B2_t10_1,B2_t11_1,B2_t12_1,B2_t13_1,B2_t14_1,B2_t15_1,216
sub-CGAY226,5,8,1,Preserve,2R,1,0.8571428571428571,0.6761254000011832,0.0,1.0,"[sub-CGAY226, 5, 8, 1, Preserve, 2R, 1, 0.857143, 0.676125, 0.0, 1.0]",0,1,1,0_1_0,0_1_0,B1_t0_0,B1_t1_0,B1_t2_1,B1_t3_1,B1_t4_1,B1_t5_1,B1_t6_1,B1_t7_1,B1_t8_1,B1_t9_1,B1_t10_1,B1_t11_1,B1_t12_1,B1_t13_1,,,,,,,,,,,,,,,,,216
sub-CGAY226,5,8,2,Preserve,2R,1,0.9375,0.5849155500764027,0.0,1.0,"[sub-CGAY226, 5, 8, 2, Preserve, 2R, 1, 0.937500, 0.584916, 0.0, 1.0]",0,1,0,0_1_0,0_1_0,,,,,,,,,,,,,,,B2_t0_1,B2_t1_0,B2_t2_1,B2_t3_1,B2_t4_1,B2_t5_1,B2_t6_1,B2_t7_1,B2_t8_1,B2_t9_1,B2_t10_1,B2_t11_1,B2_t12_1,B2_t13_1,B2_t14_1,B2_t15_1,216
sub-CGAY227,2,2,1,Preserve,1R,1,0.8571428571428571,1.0178330498747528,0.0,1.0,"[sub-CGAY227, 2, 2, 1, Preserve, 1R, 1, 0.857143, 1.017833, 0.0, 1.0]",1,1,1,1_0_1,1_0_1,B1_t0_1,B1_t1_0,B1_t2_1,B1_t3_0,B1_t4_1,B1_t5_1,B1_t6_1,B1_t7_1,B1_t8_1,B1_t9_1,B1_t10_1,B1_t11_1,B1_t12_1,B1_t13_1,,,,,,,,,,,,,,,,,216
sub-CGAY227,2,2,2,Preserve,1R,1,0.9375,0.8194520999677479,0.0,1.0,"[sub-CGAY227, 2, 2, 2, Preserve, 1R, 1, 0.937500, 0.819452, 0.0, 1.0]",1,0,1,1_0_1,1_0_1,,,,,,,,,,,,,,,B2_t0_1,B2_t1_1,B2_t2_0,B2_t3_1,B2_t4_1,B2_t5_1,B2_t6_1,B2_t7_1,B2_t8_1,B2_t9_1,B2_t10_1,B2_t11_1,B2_t12_1,B2_t13_1,B2_t14_1,B2_t15_1,216
sub-CGAY227,3,5,1,Destroy,4R,2,0.8571428571428571,0.9525523500051349,0.0,1.0,"[sub-CGAY227, 3, 5, 1, Destroy, 4R, 2, 0.857143, 0.952552, 0.0, 1.0]",1,1,0,0_1_1,1_0_0,B1_t0_1,B1_t1_0,B1_t2_1,B1_t3_0,B1_t4_1,B1_t5_1,B1_t6_1,B1_t7_1,B1_t8_1,B1_t9_1,B1_t10_1,B1_t11_1,B1_t12_1,B1_t13_1,,,,,,,,,,,,,,,,,216
sub-CGAY227,3,5,2,Destroy,4R,2,0.6875,0.9259113500593231,0.0,1.0,"[sub-CGAY227, 3, 5, 2, Destroy, 4R, 2, 0.687500, 0.925911, 0.0, 1.0]",0,1,1,0_1_1,1_0_0,,,,,,,,,,,,,,,B2_t0_1,B2_t1_0,B2_t2_0,B2_t3_0,B2_t4_1,B2_t5_0,B2_t6_1,B2_t7_0,B2_t8_1,B2_t9_1,B2_t10_1,B2_t11_1,B2_t12_1,B2_t13_1,B2_t14_1,B2_t15_1,216
sub-CGAY227,5,8,1,Preserve,2R,1,0.8571428571428571,0.7337885499000549,0.0,1.0,"[sub-CGAY227, 5, 8, 1, Preserve, 2R, 1, 0.857143, 0.733789, 0.0, 1.0]",0,1,1,0_1_0,0_1_0,B1_t0_0,B1_t1_0,B1_t2_1,B1_t3_1,B1_t4_1,B1_t5_1,B1_t6_1,B1_t7_1,B1_t8_1,B1_t9_1,B1_t10_1,B1_t11_1,B1_t12_1,B1_t13_1,,,,,,,,,,,,,,,,,216
sub-CGAY227,5,8,2,Preserve,2R,1,0.9375,0.5901707999873906,0.0,1.0,"[sub-CGAY227, 5, 8, 2, Preserve, 2R, 1, 0.937500, 0.590171, 0.0, 1.0]",0,1,0,0_1_0,0_1_0,,,,,,,,,,,,,,,B2_t0_1,B2_t1_0,B2_t2_1,B2_t3_1,B2_t4_1,B2_t5_1,B2_t6_1,B2_t7_1,B2_t8_1,B2_t9_1,B2_t10_1,B2_t11_1,B2_t12_1,B2_t13_1,B2_t14_1,B2_t15_1,216
sub-CGAY228,3,4,1,Destroy,4R,1,0.7857142857142857,1.072264999966137,0.0,1.0,"[sub-CGAY228, 3, 4, 1, Destroy, 4R, 1, 0.785714, 1.072265, 0.0, 1.0]",1,1,1,1_1_0,0_0_1,B1_t0_0,B1_t1_1,B1_t2_0,B1_t3_0,B1_t4_1,B1_t5_1,B1_t6_1,B1_t7_1,B1_t8_1,B1_t9_1,B1_t10_1,B1_t11_1,B1_t12_1,B1_t13_1,,,,,,,,,,,,,,,,,216
sub-CGAY228,3,4,2,Destroy,4R,1,0.9375,0.8697505500167608,0.0,1.0,"[sub-CGAY228, 3, 4, 2, Destroy, 4R, 1, 0.937500, 0.869751, 0.0, 1.0]",1,1,0,1_1_0,0_0_1,,,,,,,,,,,,,,,B2_t0_0,B2_t1_1,B2_t2_1,B2_t3_1,B2_t4_1,B2_t5_1,B2_t6_1,B2_t7_1,B2_t8_1,B2_t9_1,B2_t10_1,B2_t11_1,B2_t12_1,B2_t13_1,B2_t14_1,B2_t15_1,216
sub-CGAY228,5,8,1,Preserve,2R,1,0.9285714285714286,0.7440023500239477,0.0,1.0,"[sub-CGAY228, 5, 8, 1, Preserve, 2R, 1, 0.928571, 0.744002, 0.0, 1.0]",0,1,1,0_1_0,0_1_0,B1_t0_1,B1_t1_0,B1_t2_1,B1_t3_1,B1_t4_1,B1_t5_1,B1_t6_1,B1_t7_1,B1_t8_1,B1_t9_1,B1_t10_1,B1_t11_1,B1_t12_1,B1_t13_1,,,,,,,,,,,,,,,,,216
sub-CGAY228,5,8,2,Preserve,2R,1,0.9375,0.7129253499442711,0.0,1.0,"[sub-CGAY228, 5, 8, 2, Preserve, 2R, 1, 0.937500, 0.712925, 0.0, 1.0]",0,1,0,0_1_0,0_1_0,,,,,,,,,,,,,,,B2_t0_1,B2_t1_0,B2_t2_1,B2_t3_1,B2_t4_1,B2_t5_1,B2_t6_1,B2_t7_1,B2_t8_1,B2_t9_1,B2_t10_1,B2_t11_1,B2_t12_1,B2_t13_1,B2_t14_1,B2_t15_1,216
sub-CGAY229,3,5,1,Destroy,4R,2,0.8571428571428571,1.165467199869454,0.0,1.0,"[sub-CGAY229, 3, 5, 1, Destroy, 4R, 2, 0.857143, 1.165467, 0.0, 1.0]",1,0,1,0_1_1,1_0_0,B1_t0_0,B1_t1_1,B1_t2_1,B1_t3_1,B1_t4_1,B1_t5_0,B1_t6_1,B1_t7_1,B1_t8_1,B1_t9_1,B1_t10_1,B1_t11_1,B1_t12_1,B1_t13_1,,,,,,,,,,,,,,,,,216
sub-CGAY229,3,5,2,Destroy,4R,2,0.75,0.9924965002574027,0.0,1.0,"[sub-CGAY229, 3, 5, 2, Destroy, 4R, 2, 0.750000, 0.992497, 0.0, 1.0]",0,1,1,0_1_1,1_0_0,,,,,,,,,,,,,,,B2_t0_0,B2_t1_0,B2_t2_1,B2_t3_1,B2_t4_1,B2_t5_0,B2_t6_1,B2_t7_0,B2_t8_1,B2_t9_1,B2_t10_1,B2_t11_1,B2_t12_1,B2_t13_1,B2_t14_1,B2_t15_1,216
sub-CGAY230,1,1,1,Expand,4R,1,0.9285714285714286,0.8963513500057161,0.0,1.0,"[sub-CGAY230, 1, 1, 1, Expand, 4R, 1, 0.928571, 0.896351, 0.0, 1.0]",1,1,1,0_1_1,0_0_1,B1_t0_1,B1_t1_0,B1_t2_1,B1_t3_1,B1_t4_1,B1_t5_1,B1_t6_1,B1_t7_1,B1_t8_1,B1_t9_1,B1_t10_1,B1_t11_1,B1_t12_1,B1_t13_1,,,,,,,,,,,,,,,,,216
sub-CGAY230,1,1,2,Expand,4R,1,0.9375,1.033579550217837,0.0,1.0,"[sub-CGAY230, 1, 1, 2, Expand, 4R, 1, 0.937500, 1.033580, 0.0, 1.0]",0,1,1,0_1_1,0_0_1,,,,,,,,,,,,,,,B2_t0_1,B2_t1_0,B2_t2_1,B2_t3_1,B2_t4_1,B2_t5_1,B2_t6_1,B2_t7_1,B2_t8_1,B2_t9_1,B2_t10_1,B2_t11_1,B2_t12_1,B2_t13_1,B2_t14_1,B2_t15_1,216
sub-CGAY230,2,3,1,Destroy,4R,1,0.9285714285714286,1.2910497500561178,0.0,1.0,"[sub-CGAY230, 2, 3, 1, Destroy, 4R, 1, 0.928571, 1.291050, 0.0, 1.0]",1,1,1,0_1_1,1_0_0,B1_t0_0,B1_t1_1,B1_t2_1,B1_t3_1,B1_t4_1,B1_t5_1,B1_t6_1,B1_t7_1,B1_t8_1,B1_t9_1,B1_t10_1,B1_t11_1,B1_t12_1,B1_t13_1,,,,,,,,,,,,,,,,,216
sub-CGAY230,2,3,2,Destroy,4R,1,0.9375,1.1969166002236307,0.0,1.0,"[sub-CGAY230, 2, 3, 2, Destroy, 4R, 1, 0.937500, 1.196917, 0.0, 1.0]",0,1,1,0_1_1,1_0_0,,,,,,,,,,,,,,,B2_t0_1,B2_t1_0,B2_t2_1,B2_t3_1,B2_t4_1,B2_t5_1,B2_t6_1,B2_t7_1,B2_t8_1,B2_t9_1,B2_t10_1,B2_t11_1,B2_t12_1,B2_t13_1,B2_t14_1,B2_t15_1,216
sub-CGAY230,3,4,1,Preserve,1R,1,0.8571428571428571,1.218585649970919,0.0,1.0,"[sub-CGAY230, 3, 4, 1, Preserve, 1R, 1, 0.857143, 1.218586, 0.0, 1.0]",1,1,1,1_0_1,1_0_1,B1_t0_1,B1_t1_0,B1_t2_0,B1_t3_1,B1_t4_1,B1_t5_1,B1_t6_1,B1_t7_1,B1_t8_1,B1_t9_1,B1_t10_1,B1_t11_1,B1_t12_1,B1_t13_1,,,,,,,,,,,,,,,,,216
sub-CGAY230,3,4,2,Preserve,1R,1,0.9375,1.181841750163585,0.0,1.0,"[sub-CGAY230, 3, 4, 2, Preserve, 1R, 1, 0.937500, 1.181842, 0.0, 1.0]",1,0,1,1_0_1,1_0_1,,,,,,,,,,,,,,,B2_t0_1,B2_t1_1,B2_t2_0,B2_t3_1,B2_t4_1,B2_t5_1,B2_t6_1,B2_t7_1,B2_t8_1,B2_t9_1,B2_t10_1,B2_t11_1,B2_t12_1,B2_t13_1,B2_t14_1,B2_t15_1,216
sub-CGAY230,5,8,1,Preserve,2R,1,0.8571428571428571,0.9264477496035396,0.0,1.0,"[sub-CGAY230, 5, 8, 1, Preserve, 2R, 1, 0.857143, 0.926448, 0.0, 1.0]",0,1,1,0_1_0,0_1_0,B1_t0_0,B1_t1_1,B1_t2_0,B1_t3_1,B1_t4_1,B1_t5_1,B1_t6_1,B1_t7_1,B1_t8_1,B1_t9_1,B1_t10_1,B1_t11_1,B1_t12_1,B1_t13_1,,,,,,,,,,,,,,,,,216
sub-CGAY230,5,8,2,Preserve,2R,1,0.9375,1.0143271503038704,0.0,1.0,"[sub-CGAY230, 5, 8, 2, Preserve, 2R, 1, 0.937500, 1.014327, 0.0, 1.0]",0,1,0,0_1_0,0_1_0,,,,,,,,,,,,,,,B2_t0_1,B2_t1_0,B2_t2_1,B2_t3_1,B2_t4_1,B2_t5_1,B2_t6_1,B2_t7_1,B2_t8_1,B2_t9_1,B2_t10_1,B2_t11_1,B2_t12_1,B2_t13_1,B2_t14_1,B2_t15_1,216
