Category1,Category2,Block,Trial,mean1,mean2,mean_diff,se_diff,t_value,df,p_value,p_fdr,Significance,Direction
AF2,AF3,1,2,0.8285714285714286,0.868421052631579,-0.03984962406015036,0.08524047977429948,-0.4674964777962836,71,0.6416292765134535,0.7751226159222928,,
AF2,AF3,1,3,0.6857142857142857,0.7631578947368421,-0.07744360902255643,0.10594156124471474,-0.7310030937119116,71,0.46725376346622804,0.634546831681825,,
AF2,AF3,1,4,0.9428571428571428,0.9736842105263158,-0.03082706766917298,0.04771954137630292,-0.6460051119535994,71,0.5207504214143963,0.6601061679900798,,
AF2,AF3,1,5,0.9714285714285714,1.0,-0.02857142857142858,0.028571428571428574,-1.0000000000000004,71,0.32437471052620537,0.4990380161941621,,
AF2,AF3,1,6,0.9142857142857143,0.9736842105263158,-0.05939849624060156,0.05474890633072759,-1.0849257130688,71,0.2828562171067017,0.4990380161941621,,
AF2,AF3,1,7,0.9714285714285714,1.0,-0.02857142857142858,0.028571428571428574,-1.0000000000000004,71,0.32437471052620537,0.4990380161941621,,
AF2,AF3,1,8,1.0,1.0,0.0,0.0,,71,,,,
AF2,AF3,1,9,1.0,0.9473684210526315,0.052631578947368474,0.036709780655942936,1.4337208778404393,71,0.160049280815609,0.34366078438749725,,
AF2,AF3,1,10,0.9142857142857143,1.0,-0.08571428571428574,0.04800960288096033,-1.7853571071357133,71,0.08312711474128719,0.24567585096663663,,
AF2,AF3,1,11,0.9714285714285714,1.0,-0.02857142857142858,0.028571428571428574,-1.0000000000000004,71,0.32437471052620537,0.4990380161941621,,
AF2,AF3,1,12,0.9411764705882353,1.0,-0.05882352941176472,0.040959448460164194,-1.4361406616345074,70,0.1603750327141654,0.34366078438749725,,
AF2,AF3,1,13,1.0,1.0,0.0,0.0,,71,,,,
AF2,AF3,2,0,0.5428571428571428,0.10810810810810811,0.4347490347490347,0.09988630335302491,4.352438924609267,70,5.727112474198991e-05,0.0012886003066947729,**,AF2 > AF3
AF2,AF3,2,1,0.45714285714285713,0.2972972972972973,0.15984555984555981,0.11446405534281111,1.396469480020034,70,0.16707525669588918,0.349692397735582,,
AF2,AF3,2,2,0.8529411764705882,0.5405405405405406,0.31240063593004763,0.1034397231119174,3.0201225074050457,69,0.0036081482134949243,0.03608148213494924,*,AF2 > AF3
AF2,AF3,2,3,0.9142857142857143,0.8157894736842105,0.09849624060150375,0.07979011676849074,1.234441614959512,71,0.22133025214938837,0.43098267959910613,,
AF2,AF3,2,4,0.8571428571428571,0.7297297297297297,0.12741312741312738,0.09528846730128397,1.3371306205426872,70,0.18564605196030418,0.37546392531297473,,
AF2,AF3,2,5,0.8285714285714286,0.7368421052631579,0.09172932330827077,0.0970482809219244,0.9451926653092109,71,0.34778207729606114,0.5216731159440917,,
AF2,AF3,2,6,0.9428571428571428,0.9473684210526315,-0.004511278195488688,0.054150178664052986,-0.08331049512276961,71,0.9338426493548371,0.994625307005152,,
AF2,AF3,2,7,0.8823529411764706,0.7297297297297297,0.15262321144674085,0.09286600405126173,1.643477750614674,69,0.10506813168418624,0.2822725925843809,,
AF2,AF3,2,8,1.0,0.9473684210526315,0.052631578947368474,0.03670978065594293,1.4337208778404396,71,0.16004928081560893,0.34366078438749725,,
AF2,AF3,2,9,0.9142857142857143,0.9736842105263158,-0.05939849624060156,0.05474890633072759,-1.0849257130688,71,0.2828562171067017,0.4990380161941621,,
AF2,AF3,2,10,0.9428571428571428,0.8421052631578947,0.10075187969924815,0.07196009432799957,1.400107665785059,71,0.1663552112781107,0.349692397735582,,
AF2,AF3,2,11,1.0,0.9210526315789473,0.07894736842105265,0.04433127181293719,1.7808505191139914,71,0.08314877539551077,0.24567585096663663,,
